Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Mean age at childbearing (MAC),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Turkmenistan,795,[Total],MAC,1993.099975586,28.43565,"2000 DHS,Birth Histories (Extrapolated),DHS,1793-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1793,Turkmenistan 2000 Demographic and Health Survey,2000 DHS,2000,2000,DHS Statcompiler,2012
Turkmenistan,795,[Total],MAC,1993.5,27.92854,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1993,1993,TransMonee database,
Turkmenistan,795,[Total],MAC,1994.5,28.14284,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1994,1994,TransMonee database,
Turkmenistan,795,[Total],MAC,1995.5,28.03521,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1995,1995,TransMonee database,
Turkmenistan,795,[Total],MAC,1996.5,27.94279,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1996,1996,TransMonee database,
Turkmenistan,795,[Total],MAC,1997.5,27.50714,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1997,1997,TransMonee database,
Turkmenistan,795,[Total],MAC,1998.099975586,27.65676,"2000 DHS,Direct,DHS,1793-16-39167",Direct,Survey,DHS,1793,Turkmenistan 2000 Demographic and Health Survey,2000 DHS,2000,2000,DHS Statcompiler,2012
Turkmenistan,795,[Total],MAC,1998.5,27.68642,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1998,1998,TransMonee database,
Turkmenistan,795,[Total],MAC,1999.099975586,27.526,"2000 DHS,Direct,DHS,1793-16-39167",Direct,Survey,DHS,1793,Turkmenistan 2000 Demographic and Health Survey,2000 DHS,2000,2000,DHS Statcompiler,2012
Turkmenistan,795,[Total],MAC,1999.5,27.55939,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,1999,1999,TransMonee database,
Turkmenistan,795,[Total],MAC,2000.5,27.44571,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2000,2000,TransMonee database,
Turkmenistan,795,[Total],MAC,2001.5,27.65004,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2001,2001,TransMonee database,
Turkmenistan,795,[Total],MAC,2002.5,27.46533,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2002,2002,TransMonee database,
Turkmenistan,795,[Total],MAC,2003.5,27.6026,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2003,2003,TransMonee database,
Turkmenistan,795,[Total],MAC,2004.5,27.61032,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2004,2004,TransMonee database,
Turkmenistan,795,[Total],MAC,2005.5,27.76009,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2005,2005,TransMonee database,
Turkmenistan,795,[Total],MAC,2006.5,27.94927,"Register, Direct, TransMonee database",Direct,Register,VR,571,Vital Registration,Register,2006,2006,TransMonee database,
Turkmenistan,795,[Total],MAC,2014.369995117,27.72835,"2015 MICS, Direct, Survey Final-Report",Direct,Survey,MICS,5731,Turkmenistan 2015 Multiple Indicator Cluster Survey,2015 MICS,2015,2016,2015-2016 MICS Final-Report English.pdf / Table RH.1: Fertility rates,
Uganda,800,[Total],MAC,1969.129705,28.53509,"1969 Census,Recent births,1968 census,894-62-39771",Recent births,Census,Census,894,Uganda 1969 Census,1969 Census,1969,1969,Uganda 1968 census,1996
Uganda,800,[Total],MAC,2002.200889,28.24021,"2002 Census,Recent births,2002 census,1078-62-39773",Recent births,Census,Census,1078,Uganda 2002 Census,2002 Census,2002,2002,Uganda 2002 population and housing census,2006
Uganda,800,[Total],MAC,2014.168493151,28.54853,2014 Census,Recent births,Census,Census,5268,Uganda 2014 Census,2014 Census,2014,2014,"National Population and Housing Census 2014, Analytical Report",2017
Ukraine,804,[Total],MAC,1959,27.5882,DYB.2006,Direct,Register,VR,572,Vital Registration,Register,1959,1959,2006 Demographic Yearbook,2006
Ukraine,804,[Total],MAC,1970,26.58001,DYB.2006,Direct,Register,VR,572,Vital Registration,Register,1970,1970,2006 Demographic Yearbook,2006
Ukraine,804,[Total],MAC,1981,25.4509,DYB.2006,Direct,Register,VR,572,Vital Registration,Register,1981,1981,2006 Demographic Yearbook,2006
Ukraine,804,[Total],MAC,1989.5,25.1053,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1989,1989,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1990.229980469,25.02414,"2007 DHS,Birth Histories (Extrapolated),DHS,170-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,170,Ukraine 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Ukraine,804,[Total],MAC,1990.5,24.82031,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1990,1990,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1990.5,24.82574,DYB.2006,Direct,Register,VR,572,Vital Registration,Register,1990,1990,2006 Demographic Yearbook,2006
Ukraine,804,[Total],MAC,1991.5,24.65031,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1991,1991,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1992.5,24.51343,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1992,1992,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1993.5,24.4824,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1993,1993,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1994.5,24.42687,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1994,1994,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1995.229980469,24.57874,"2007 DHS,Birth Histories (Extrapolated),DHS,170-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,170,Ukraine 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Ukraine,804,[Total],MAC,1995.370636,25.22495,"2012 MICS,Birth Histories (Extrapolated),MICS,5040-147-40574",Extrapolated from Truncated Birth Histories,Survey,MICS,5040,Ukraine 2012 Multiple Indicator Cluster Survey,2012 MICS,2012,2012,Ukraine Multiple Indicator Cluster Survey 2012,2013
Ukraine,804,[Total],MAC,1995.5,24.36516,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1995,1995,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1996.5,24.38626,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1996,1996,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1997.5,24.55315,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1997,1997,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1998.119995117,28.64286,"1999 RHS,Direct,DHS,684-16-39167",Direct,Survey,RHS,684,Ukraine 1999 Reproductive Health Survey,1999 RHS,1999,1999,DHS Statcompiler,2012
Ukraine,804,[Total],MAC,1998.5,24.69048,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1998,1998,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,1999.5,24.9041,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,1999,1999,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2000.229980469,24.62851,"2007 DHS,Birth Histories (Extrapolated),DHS,170-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,170,Ukraine 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Ukraine,804,[Total],MAC,2000.370636,25.38568,"2012 MICS,Birth Histories (Extrapolated),MICS,5040-147-40574",Extrapolated from Truncated Birth Histories,Survey,MICS,5040,Ukraine 2012 Multiple Indicator Cluster Survey,2012 MICS,2012,2012,Ukraine Multiple Indicator Cluster Survey 2012,2013
Ukraine,804,[Total],MAC,2000.5,25.04169,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,2000,2000,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2001.5,25.24546,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,2001,2001,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2002.5,25.41741,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,2002,2002,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2003.5,25.5994,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,2003,2003,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2004.5,25.73819,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,2004,2004,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2005.229980469,25.60417,"2007 DHS,Direct,DHS,170-16-39167",Direct,Survey,DHS,170,Ukraine 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Ukraine,804,[Total],MAC,2005.370636,25.7471,"2012 MICS,Birth Histories (Extrapolated),MICS,5040-147-40574",Extrapolated from Truncated Birth Histories,Survey,MICS,5040,Ukraine 2012 Multiple Indicator Cluster Survey,2012 MICS,2012,2012,Ukraine Multiple Indicator Cluster Survey 2012,2013
Ukraine,804,[Total],MAC,2005.5,25.96598,DYB.2013,Direct,Register,VR,572,Vital Registration,Register,2005,2005,2013 Demographic Yearbook,2013
Ukraine,804,[Total],MAC,2006.229980469,26.02564,"2007 DHS,Direct,DHS,170-16-39167",Direct,Survey,DHS,170,Ukraine 2007 Demographic and Health Survey,2007 DHS,2007,2007,DHS Statcompiler,2012
Ukraine,804,[Total],MAC,2010.370636,26.56149,"2012 MICS,Direct,MICS,5040-16-40574",Direct,Survey,MICS,5040,Ukraine 2012 Multiple Indicator Cluster Survey,2012 MICS,2012,2012,Ukraine Multiple Indicator Cluster Survey 2012,2013
Ukraine,804,[Total],MAC,2011.370636,26.47611,"2012 MICS,Direct,MICS,5040-16-40574",Direct,Survey,MICS,5040,Ukraine 2012 Multiple Indicator Cluster Survey,2012 MICS,2012,2012,Ukraine Multiple Indicator Cluster Survey 2012,2013
United Arab Emirates,784,[Total],MAC,1975.498657227,28.90524,"1975 Census,Recent births,Report",Recent births,Census,Census,1621,United Arab Emirates 1975 Census,1975 Census,1975,1975,"UAE, Ministry of Planning (1977) Population Census 1975. Part 3. Census 1975. From ECWA, 1981. The Population Situation: UAE.",1977
United Arab Emirates,784,[Total],MAC,1978.374,29.63471,"1995 FHS (nationals),Birth Histories data,Report",Birth histories,Survey,GFHS,12,United Arab Emirates 1995 Family Health Survey,1995 FHS,1995,1995,1995 Gulf Family Health Survey (GFHS) Report,
United Arab Emirates,784,[Total],MAC,1983.374,28.7394,"1995 FHS (nationals),Birth Histories data,Report",Birth histories,Survey,GFHS,12,United Arab Emirates 1995 Family Health Survey,1995 FHS,1995,1995,1995 Gulf Family Health Survey (GFHS) Report,
United Arab Emirates,784,[Total],MAC,1985.5,29.30119,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1985,1985,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1986.746575342,31.66117,"1987-1988 CHS (nationals),Recent births,Report",Recent births,Survey,GFHS,47,United Arab Emirates 1987-1988 Child Health Survey,1987-1988 CHS,1987,1988,"Al-Muhaideb, A., A. Abdul-Ghafour, and S. Farid (eds.) United Arab Emirates Child Health Survey (Abu Dhabi: Ministry of Health, United Arab Emirates, 1991), table 11.10, p. 206.",1991
United Arab Emirates,784,[Total],MAC,1988.374,30.73278,"1995 FHS (nationals),Birth Histories data,Report",Birth histories,Survey,GFHS,12,United Arab Emirates 1995 Family Health Survey,1995 FHS,1995,1995,1995 Gulf Family Health Survey (GFHS) Report,
United Arab Emirates,784,[Total],MAC,1990.5,29.31426,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1990,1990,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1991.5,29.47566,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1991,1991,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1992.5,29.67915,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1992,1992,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1993.374,31.04167,"1995 FHS (nationals),Birth Histories data,Report",Birth histories,Survey,GFHS,12,United Arab Emirates 1995 Family Health Survey,1995 FHS,1995,1995,1995 Gulf Family Health Survey (GFHS) Report,
United Arab Emirates,784,[Total],MAC,1993.5,30.12829,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1993,1993,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1994.374,31.01227,"1995 FHS (nationals),Birth Histories data,Report",Birth histories,Survey,GFHS,12,United Arab Emirates 1995 Family Health Survey,1995 FHS,1995,1995,1995 Gulf Family Health Survey (GFHS) Report,
United Arab Emirates,784,[Total],MAC,1994.5,30.17406,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1994,1994,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1994.872602740,30.78288,"1995 (nationals),Recent births,Report",Recent births,Survey,GFHS,12,United Arab Emirates 1995 Family Health Survey,1995 FHS,1995,1995,1995 Gulf Family Health Survey (GFHS) Report,
United Arab Emirates,784,[Total],MAC,1995.5,30.24334,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1995,1995,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1995.5,30.37117,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1995,1995,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1996.5,30.52118,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1996,1996,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1997.5,30.32146,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1997,1997,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1998.5,30.50645,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1998,1998,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1999.5,30.7314,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1999,1999,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1999.5,30.87346,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,1999,1999,NSO Website,2008
United Arab Emirates,784,[Total],MAC,1999.5,30.7314,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,1999,1999,NSO website,2017
United Arab Emirates,784,[Total],MAC,2000.5,30.87356,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2000,2000,NSO website,2017
United Arab Emirates,784,[Total],MAC,2000.5,30.87356,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2000,2000,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2000.5,31.06794,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2000,2000,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2001.5,30.93052,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2001,2001,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2001.5,30.38685,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2001,2001,NSO website,2017
United Arab Emirates,784,[Total],MAC,2002.5,30.48779,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2002,2002,NSO website,2017
United Arab Emirates,784,[Total],MAC,2002.5,30.79268,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2002,2002,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2003.5,30.59868,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2003,2003,NSO website,2017
United Arab Emirates,784,[Total],MAC,2004.5,30.59878,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2004,2004,NSO website,2017
United Arab Emirates,784,[Total],MAC,2005.5,27.1508,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2005,2005,NSO website,2017
United Arab Emirates,784,[Total],MAC,2005.5,27.1508,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2005,2005,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2006.5,27.05462,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2006,2006,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2006.5,27.05462,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2006,2006,NSO website,2017
United Arab Emirates,784,[Total],MAC,2007.5,27.05433,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2007,2007,NSO website,2017
United Arab Emirates,784,[Total],MAC,2007.5,27.05433,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2007,2007,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2008.5,27.05752,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2008,2008,NSO Website,2008
United Arab Emirates,784,[Total],MAC,2008.5,27.05752,NSO.201711,Official estimates,Register,VR,568,Vital Registration,Register,2008,2008,NSO website,2017
United Arab Emirates,784,[Total],MAC,2009.5,27.08302,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,568,Vital Registration,Register,2009,2009,NSO Website,2008
United Kingdom,826,[Total],MAC,1973.5,26.47597,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1973,1973,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1973.501369863,26.50613,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1973,1973,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1974.5,26.41384,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1974,1974,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1974.501369863,26.45561,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1974,1974,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1975.5,26.47028,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1975,1975,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1975.501369863,26.51999,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1975,1975,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1976.5,26.55178,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1976,1976,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1976.502739726,26.58857,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1976,1976,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1977.5,26.66364,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1977,1977,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1977.501369863,26.72551,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1977,1977,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1978.5,26.75166,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1978,1978,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1978.501369863,26.81321,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1978,1978,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1979.5,26.86227,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1979,1979,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1979.501369863,26.91766,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1979,1979,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1980.5,26.91,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1980,1980,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1980.502739726,26.94428,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1980,1980,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1981.5,27.02981,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1981,1981,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1981.501369863,27.03583,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1981,1981,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1982.5,27.10869,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1982,1982,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1982.501369863,27.11979,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1982,1982,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1983.5,27.21226,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1983,1983,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1983.501369863,27.22734,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1983,1983,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1984.5,27.28366,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1984,1984,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1984.502739726,27.29137,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1984,1984,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1985.5,27.31726,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1985,1985,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1985.501369863,27.30766,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1985,1985,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1986.5,27.37032,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1986,1986,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1986.501369863,27.34999,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1986,1986,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1987.5,27.43976,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1987,1987,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1987.501369863,27.41791,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1987,1987,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1988.5,27.44266,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1988,1988,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1988.502739726,27.41967,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1988,1988,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1989.5,27.55518,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1989,1989,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1989.501369863,27.52815,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1989,1989,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1990.5,27.64452,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1990,1990,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1990.501369863,27.6029,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1990,1990,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1991.5,27.70757,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1991,1991,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1991.501369863,27.66835,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1991,1991,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1992.5,27.83971,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1992,1992,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1992.5,27.80672,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1992,1992,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1992.502739726,27.80906,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1992,1992,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1993.5,27.94254,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1993,1993,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1993.5,27.92194,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1993,1993,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1993.501369863,27.9322,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1993,1993,Eurostat Data,2019
