Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Total fertility (TFR),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Saudi Arabia,682,[Total],TFR,1996.5,5.59735,"Estimates,Official estimates,Report,3",Official estimates,Estimate,Estimate,2210,All sources of estimates,Estimates,1996,1996,"ESCWA, 1997",1997
Saudi Arabia,682,[Total],TFR,1998.5,4.5825,"Estimates,Official estimates,Report,2",Official estimates,Estimate,Estimate,2210,All sources of estimates,Estimates,1998,1998,"ESCWA, 1999",1999
Saudi Arabia,682,[Total],TFR,1998.626027397,3.927903,"1999 DS,Recent births,Report",Recent births,Survey,Survey,169,Saudi Arabia 1999 Demographic Survey,1999 DS,1999,1999,Saudi Arabia 1999 Demographic Survey Report,
Saudi Arabia,682,[Total],TFR,1999.626027397,4.122,"2000 DS,Recent births,Report",Recent births,Survey,Survey,5423,Saudi Arabia 2000 Demographic Survey,2000 DS,2000,2000,Saudi Arabia 2000 Demographic Survey Report,
Saudi Arabia,682,[Total],TFR,2000.5,4.122,"Estimates,Official estimates,Report,1",Official estimates,Estimate,Estimate,2210,All sources of estimates,Estimates,2000,2000,"NSO. ESCWA, 2002",
Saudi Arabia,682,[Total],TFR,2000.5,4.3,"Estimates,Direct,DYB,2210-16-57",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2000,2000,Demographic Yearbook,2004
Saudi Arabia,682,[Total],TFR,2004.206909180,3.029418,"2004 Census,Recent births,Report",Recent births,Census,Census,1104,Saudi Arabia 2004 Census,2004 Census,2004,2004,Official census report.,
Saudi Arabia,682,[Total],TFR,2004.5,3.32,"Estimates,Direct,DYB,2210-16-59",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2004,2004,Demographic Yearbook,2006
Saudi Arabia,682,[Total],TFR,2005.5,3.28,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2005,2005,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2006.5,3.22,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2006,2006,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2007,3.278038,"2007 DS,Recent births,Report",Recent births,Survey,Survey,3297,Saudi Arabia 2007 Demographic Survey,2007 DS,2007,2007,"Kingdom of Saudi Arabia, Ministry of Economic Planning, Central Dept. of Statistics (2007): Population characteristics in the Kingdom of Saudi Arabia. Demographic Survey 1428 H. (2007).",2007
Saudi Arabia,682,[Total],TFR,2007.5,3.17,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2007,2007,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2008.5,3.1,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2008,2008,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2009.5,3.04,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2009,2009,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2009.842465753,2.415953,"2010 Census, Recent Births, Computed",Birth histories,Census,Census,4797,Saudi Arabia 2010 Census,2010 Census,2010,2010,2010 Census Detailed results of Census 2010,2010
Saudi Arabia,682,[Total],TFR,2010.5,2.98,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2010,2010,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2011.5,2.93,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2011,2011,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2012.5,2.87,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2012,2012,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2013.5,2.81,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2013,2013,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2014.5,2.75,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2014,2014,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2015.5,2.69,"Estimates,Direct,DYB,2210-16-40348",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2015,2015,Demographic Yearbook,2016
Saudi Arabia,682,[Total],TFR,2016.5,2.4,"Estimates,Direct,DYB,2210-16-40349",Direct,Estimate,Estimate,2210,All sources of estimates,Estimates,2016,2016,Demographic Yearbook,2017
Senegal,686,[Total],TFR,1960.457075117,5.365,"1960-1961 ED,Recent births,Report",Recent births,Survey,Survey,727,Senegal 1960-1961 Enquête démographique,1960-1961 ED,1960,1961,"ORSTOM, INSEE, et al. (1967). Afrique Noire, Madagascar, Comores Texte - Démographie comparée,  INED, Délégation générale à la recherche scientifique et technique. Paris.",1967
Senegal,686,[Total],TFR,1960.457075117,4.965,"1960-1961 ED,Recent births,Article",Recent births,Survey,Survey,727,Senegal 1960-1961 Enquête démographique,1960-1961 ED,1960,1961,"Ewbank, D. C. (1985). Technical appendix.",1985
Senegal,686,[Total],TFR,1968.913452148,8.041348,"1986 DHS,Birth Histories (Extrapolated),DHS,1794-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1794,Senegal 1986 Demographic and Health Survey,1986 DHS,1986,1986,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1970.708333333,6.44,"1970-1971 ED,Recent births,Report",Recent births,Panel,Multiround surv,36,Senegal 1970-1971 Enquête démographique,1970-1971 ED,1970,1971,National Demographic Survey 1970-71. In UN (1987) Comparative evaluation WFS,1987
Senegal,686,[Total],TFR,1973.913452148,8.180371,"1986 DHS,Birth Histories (Extrapolated),DHS,1794-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1794,Senegal 1986 Demographic and Health Survey,1986 DHS,1986,1986,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1975.75,8.225746,"1992-1993 DHS,Birth Histories (Extrapolated),DHS,1730-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1730,Senegal 1992-1993 Demographic and Health Survey,1992-1993 DHS,1992,1993,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1978.913452148,7.976153,"1986 DHS,Birth Histories (Extrapolated),DHS,1794-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1794,Senegal 1986 Demographic and Health Survey,1986 DHS,1986,1986,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1979.663940430,8.120753,"1997 DHS,Birth Histories (Extrapolated),DHS,1795-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1795,Senegal 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1980.75,8.211187,"1992-1993 DHS,Birth Histories (Extrapolated),DHS,1730-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1730,Senegal 1992-1993 Demographic and Health Survey,1992-1993 DHS,1992,1993,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1983.913452148,6.615,"1986 DHS,Direct,DHS,1794-16-39167",Direct,Survey,DHS,1794,Senegal 1986 Demographic and Health Survey,1986 DHS,1986,1986,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1984.663940430,7.956848,"1997 DHS,Birth Histories (Extrapolated),DHS,1795-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1795,Senegal 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1984.913940430,6.385,"1986 DHS,Direct,DHS,1794-16-39167",Direct,Survey,DHS,1794,Senegal 1986 Demographic and Health Survey,1986 DHS,1986,1986,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1985.75,7.441026,"1992-1993 DHS,Birth Histories (Extrapolated),DHS,1730-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1730,Senegal 1992-1993 Demographic and Health Survey,1992-1993 DHS,1992,1993,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1987.747924805,7.343663,"2005 DHS,Birth Histories (Extrapolated),DHS,1705-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1705,Senegal 2005 Demographic and Health Survey,2005 DHS,2005,2005,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1988,5.905,"1988 Census,Recent births,Report",Recent births,Census,Census,1387,Senegal 1988 Census,1988 Census,1988,1988,"National Research Council, 1995. Population Dynamics of Senegal. P. 209",
Senegal,686,[Total],TFR,1989.664794922,7.331028,"1997 DHS,Birth Histories (Extrapolated),DHS,1795-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1795,Senegal 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1990.75,6.255,"1992-1993 DHS,Direct,DHS,1730-16-39167",Direct,Survey,DHS,1730,Senegal 1992-1993 Demographic and Health Survey,1992-1993 DHS,1992,1993,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1991.503051758,6.579514,"2008-2009 MIS,Birth Histories (Extrapolated),DHS,4886-147-39167",Extrapolated from Truncated Birth Histories,Survey,MIS,4886,Senegal 2008-2009 Malaria Indicators Survey (MIS),2008-2009 MIS,2008,2009,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1991.749023438,6.025,"1992-1993 DHS,Direct,DHS,1730-16-39167",Direct,Survey,DHS,1730,Senegal 1992-1993 Demographic and Health Survey,1992-1993 DHS,1992,1993,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1992.747924805,6.636709,"2005 DHS,Birth Histories (Extrapolated),DHS,1705-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1705,Senegal 2005 Demographic and Health Survey,2005 DHS,2005,2005,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1993.540039062,5.685005,"2010-2011 DHS-MICS,Birth Histories (Extrapolated),DHS,5274-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5274,Senegal 2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,2010-2011 DHS-MICS,2010,2011,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1994.664794922,5.895,"1997 DHS,Direct,DHS,1795-16-39167",Direct,Survey,DHS,1795,Senegal 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1995.663940430,5.665,"1997 DHS,Direct,DHS,1795-16-39167",Direct,Survey,DHS,1795,Senegal 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1996.503051758,6.04604,"2008-2009 MIS,Birth Histories (Extrapolated),DHS,4886-147-39167",Extrapolated from Truncated Birth Histories,Survey,MIS,4886,Senegal 2008-2009 Malaria Indicators Survey (MIS),2008-2009 MIS,2008,2009,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1996.920043945,6.301781,"2014 DHS,Birth Histories (Extrapolated),DHS,5779-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5779,Senegal 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1997.747924805,6.007073,"2005 DHS,Birth Histories (Extrapolated),DHS,1705-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1705,Senegal 2005 Demographic and Health Survey,2005 DHS,2005,2005,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1997.920043945,5.573525,"2015 DHS,Direct,DHS,5955-16-39167",Direct,Survey,DHS,5955,Senegal 2015 Demographic and Health Survey,2015 DHS,2015,2015,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1998.540039062,5.848406,"2010-2011 DHS-MICS,Birth Histories (Extrapolated),DHS,5274-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5274,Senegal 2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,2010-2011 DHS-MICS,2010,2011,DHS Statcompiler,2012
Senegal,686,[Total],TFR,1998.920043945,6.106194,"2016 DHS,Direct,DHS,7370-16-39167",Direct,Survey,DHS,7370,Senegal 2016 Demographic and Health Survey,2016 DHS,2016,2016,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2000,5.6785,"2000 MICS,Recent births,Computed",Recent births,Survey,MICS,4445,Senegal 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2008
Senegal,686,[Total],TFR,2000.119995117,6.056808,"2017 DHS,Birth Histories (Extrapolated),FBH analysis 2018,7630-147-41334",Extrapolated from Truncated Birth Histories,Survey,DHS,7630,Senegal 2017 Demographic and Health Survey,2017 DHS,2017,2017,Fertility rates from full birth histories analysis from survey microdata,2018
Senegal,686,[Total],TFR,2001.503051758,5.687376,"2008-2009 MIS,Birth Histories (Extrapolated),DHS,4886-147-39167",Extrapolated from Truncated Birth Histories,Survey,MIS,4886,Senegal 2008-2009 Malaria Indicators Survey (MIS),2008-2009 MIS,2008,2009,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2001.920043945,5.977425,"2014 DHS,Birth Histories (Extrapolated),DHS,5779-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5779,Senegal 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2002.456043956,5.279904,"2002 Census,Recent births,Report",Recent births,Census,Census,254,Senegal 2002 Census,2002 Census,2002,2002,2002 Census Final-Results,
Senegal,686,[Total],TFR,2002.5,5.34,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2002,2002,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2002.75,5.2,"2005 DHS,Direct,DHS,1705-16-39167",Direct,Survey,DHS,1705,Senegal 2005 Demographic and Health Survey,2005 DHS,2005,2005,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2002.920043945,5.880069,"2015 DHS,Direct,DHS,5955-16-39167",Direct,Survey,DHS,5955,Senegal 2015 Demographic and Health Survey,2015 DHS,2015,2015,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2003.5,5.28,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2003,2003,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2003.540039062,5.476991,"2010-2011 DHS-MICS,Birth Histories (Extrapolated),DHS,5274-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5274,Senegal 2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,2010-2011 DHS-MICS,2010,2011,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2003.75,5.26,"2005 DHS,Direct,DHS,1705-16-39167",Direct,Survey,DHS,1705,Senegal 2005 Demographic and Health Survey,2005 DHS,2005,2005,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2003.920043945,6.18158,"2016 DHS,Direct,DHS,7370-16-39167",Direct,Survey,DHS,7370,Senegal 2016 Demographic and Health Survey,2016 DHS,2016,2016,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2004.420043945,4.91,"2006 MIS,Direct,DHS,4486-16-39167",Direct,Survey,MIS,4486,Senegal 2006 Malaria Indicators Survey (MIS),2006 MIS,2006,2006,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2004.5,5.2,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2004,2004,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2005.119995117,6.169909,"2017 DHS,Birth Histories (Extrapolated),FBH analysis 2018,7630-147-41334",Extrapolated from Truncated Birth Histories,Survey,DHS,7630,Senegal 2017 Demographic and Health Survey,2017 DHS,2017,2017,Fertility rates from full birth histories analysis from survey microdata,2018
Senegal,686,[Total],TFR,2005.420043945,4.94,"2006 MIS,Direct,DHS,4486-16-39167",Direct,Survey,MIS,4486,Senegal 2006 Malaria Indicators Survey (MIS),2006 MIS,2006,2006,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2005.5,5.14,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2005,2005,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2006.5,5.08,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2006,2006,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2006.503051758,5.175,"2008-2009 MIS,Direct,DHS,4886-16-39167",Direct,Survey,MIS,4886,Senegal 2008-2009 Malaria Indicators Survey (MIS),2008-2009 MIS,2008,2009,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2006.920043945,5.75386,"2014 DHS,Birth Histories (Extrapolated),DHS,5779-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5779,Senegal 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2007.5,5.02,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2007,2007,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2007.503051758,4.915,"2008-2009 MIS,Direct,DHS,4886-16-39167",Direct,Survey,MIS,4886,Senegal 2008-2009 Malaria Indicators Survey (MIS),2008-2009 MIS,2008,2009,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2007.920043945,5.891431,"2015 DHS,Direct,DHS,5955-16-39167",Direct,Survey,DHS,5955,Senegal 2015 Demographic and Health Survey,2015 DHS,2015,2015,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2008.5,4.97,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2008,2008,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2008.540039062,5.01,"2010-2011 DHS-MICS,Direct,DHS,5274-16-39167",Direct,Survey,DHS,5274,Senegal 2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,2010-2011 DHS-MICS,2010,2011,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2008.920043945,5.896823,"2016 DHS,Direct,DHS,7370-16-39167",Direct,Survey,DHS,7370,Senegal 2016 Demographic and Health Survey,2016 DHS,2016,2016,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2009.5,4.91,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2009,2009,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2009.540039062,4.98,"2010-2011 DHS-MICS,Direct,DHS,5274-16-39167",Direct,Survey,DHS,5274,Senegal 2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,2010-2011 DHS-MICS,2010,2011,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2010.119995117,5.83532,"2017 DHS,Birth Histories (Extrapolated),FBH analysis 2018,7630-147-41334",Extrapolated from Truncated Birth Histories,Survey,DHS,7630,Senegal 2017 Demographic and Health Survey,2017 DHS,2017,2017,Fertility rates from full birth histories analysis from survey microdata,2018
Senegal,686,[Total],TFR,2010.5,4.86,"Estimates,Direct,DYB,2211-16-39165",Direct,Estimate,Estimate,2211,All sources of estimates,Estimates,2010,2010,Demographic Yearbook,2011
Senegal,686,[Total],TFR,2011.579956055,5.295,"2012-2013 DHS,Direct,DHS,5490-16-39167",Direct,Survey,DHS,5490,Senegal 2012-2013 Enquête Démographique et de Santé Continue,2012-2013 DHS,2012,2013,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2011.920043945,5.135,"2014 DHS,Direct,DHS,5779-16-39167",Direct,Survey,DHS,5779,Senegal 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2012.408966,5.1,"2013 Census,Recent births,ANSD,4723-62-41170",Recent births,Census,Census,4723,Senegal 2013 Census,2013 Census,2013,2013,Senegal RAPPORT DEFINITIF RGPHAE 2013,2014
Senegal,686,[Total],TFR,2012.408966,5.1,"2013 Census,P/F Ratio method (Brass),ANSD,4723-148-41170",P/F Ratio method (Brass),Census,Census,4723,Senegal 2013 Census,2013 Census,2013,2013,Senegal RAPPORT DEFINITIF RGPHAE 2013,2014
Senegal,686,[Total],TFR,2012.920043945,5.03,"2014 DHS,Direct,DHS,5779-16-39167",Direct,Survey,DHS,5779,Senegal 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2012.920043945,5.06,"2015 DHS,Direct,DHS,5955-16-39167",Direct,Survey,DHS,5955,Senegal 2015 Demographic and Health Survey,2015 DHS,2015,2015,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2013.920043945,4.86,"2015 DHS,Direct,DHS,5955-16-39167",Direct,Survey,DHS,5955,Senegal 2015 Demographic and Health Survey,2015 DHS,2015,2015,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2013.920043945,4.855,"2016 DHS,Direct,DHS,7370-16-39167",Direct,Survey,DHS,7370,Senegal 2016 Demographic and Health Survey,2016 DHS,2016,2016,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2014.920043945,4.685,"2016 DHS,Direct,DHS,7370-16-39167",Direct,Survey,DHS,7370,Senegal 2016 Demographic and Health Survey,2016 DHS,2016,2016,DHS Statcompiler,2012
Senegal,686,[Total],TFR,2015.118754,4.761046,"2017 DHS,Birth Histories,FBH analysis 2018,7630-63-41334",Birth histories,Survey,DHS,7630,Senegal 2017 Demographic and Health Survey,2017 DHS,2017,2017,Fertility rates from full birth histories analysis from survey microdata,2018
Senegal,686,[Total],TFR,2016.118754,4.615044,"2017 DHS,Birth Histories,FBH analysis 2018,7630-63-41334",Birth histories,Survey,DHS,7630,Senegal 2017 Demographic and Health Survey,2017 DHS,2017,2017,Fertility rates from full birth histories analysis from survey microdata,2018
Serbia,688,[Total],TFR,1950.5,3.51718,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1950,1950,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1951.5,2.9991,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1951,1951,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1952.5,3.30781,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1952,1952,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1953.5,3.0265,"Register,Direct,STATISTICAL YEARBOOK OF SERBIA ,526-16-39367",Direct,Register,VR,526,Vital Registration,Register,1953,1953,STATISTICAL YEARBOOK OF SERBIA,2007
Serbia,688,[Total],TFR,1953.5,3.05084,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1953,1953,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1954.5,3.05791,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1954,1954,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1955.5,2.80298,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1955,1955,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1956.5,2.66435,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1956,1956,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1957.5,2.38114,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1957,1957,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1958.5,2.47047,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1958,1958,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1959.5,2.40266,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1959,1959,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1960.5,2.55667,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1960,1960,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1961.5,2.4945,"Register,Direct,STATISTICAL YEARBOOK OF SERBIA ,526-16-39367",Direct,Register,VR,526,Vital Registration,Register,1961,1961,STATISTICAL YEARBOOK OF SERBIA,2007
Serbia,688,[Total],TFR,1961.5,2.49333,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1961,1961,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1962.5,2.44536,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1962,1962,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1963.5,2.44768,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1963,1963,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1964.5,2.41327,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1964,1964,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1965.5,2.49202,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1965,1965,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1966.5,2.41974,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1966,1966,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
Serbia,688,[Total],TFR,1967.5,2.41923,"Estimates,Fertility data (Adjusted),HFC-ODE,2212-126-40724",Fertility data (adjusted),Estimate,Estimate,2212,All sources of estimates,Estimates,1967,1967,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
